NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
1231|11|Bogotá, D.C.|11001|Bogotá, D.C.|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|105009737,0|176335234,0|Micro|No|No es sucursal de sociedad extranjera|8,427104722792608|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|9027809000|Los demás instrumentos y aparatos para ensayos de viscosidad, porosidad, dilatación, tensión superficial o similares o para medidas calorimétricas, acústicas o fotométricas para  análisis  físicos o químicos, no incluidos antes|11|Bogotá, D.C.|Si|5707,75|2418,35|||No Constante|Metalmecánica y Otras Industrias
1232|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
1239|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7228609000|Las demás barras de los demás aceros aleados.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
1250|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
1265|20|Cesar|20001|Valledupar|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|166037000,0|3332725000,0|Pequeña|No|No es sucursal de sociedad extranjera|4,0657084188911705|No Mineras|Agroalimentos|Café|Café verde|0901119000|Los demás cafés sin tostar, sin descafeinar.|73|Tolima|Si|0,0|24102,68|||No Constante|Agroalimentos
1272|11|Bogotá, D.C.|11001|Bogotá, D.C.|5911|Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|1005091912,0|714506860,0|Micro|No|No es sucursal de sociedad extranjera|12,44079397672827|No Mineras|Industrias 4.0|Producción audiovisual|Producción audiovisual|Producción audiovisual|Producción audiovisual|11|Bogotá, D.C.|Si|152848,91999999998|30569,784|||Futuros|Industrias 4.0
1276|25|Cundinamarca|25126|Cajicá|3110|Fabricación de muebles|Metalmecánica y Otras Industrias|Bienes tecnología baja|2221717921,0|4057176219,0|Pequeña|No|No es sucursal de sociedad extranjera|10,97330595482546|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9401690000|Los demás asientos con armazón de madera, (excepto los de la partida 94.02).|25|Cundinamarca|Si|1128,12|3051,718||-46,844320665706185|Futuros|Metalmecánica y Otras Industrias
1283|11|Bogotá, D.C.|11001|Bogotá, D.C.|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|4780680000,0|2019136000,0|Pequeña|No|No es sucursal de sociedad extranjera|7,315537303216975|No Mineras|Sistema Moda|Textiles y confecciones|Otras confecciones|6210100000|Prendas de vestir confeccionadas con productos de las partidas 56.02 o 56.03, excepto los de punto.|11|Bogotá, D.C.|No|0,0|30280,284000000003|||No Constante|Sistema Moda
1285|11|Bogotá, D.C.|11001|Bogotá, D.C.|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|3473552207,0|6844198059,0|Pequeña|No|No es sucursal de sociedad extranjera|14,885694729637237|No Mineras|Agroalimentos|Agroindustrial|Productos de panadería y molinería|1107200000|Malta (de cebada u otros cereales) tostada.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Agroalimentos
1322|05|Antioquia|05001|Medellín|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Azúcar|Azúcar de caña|1701999000|Los demás azúcares de caña o de remolacha y sacarosa químicamente pura, en estado sólido.|76|Valle del Cauca|Si|0,0|738890,184|||No Constante|Agroalimentos
1360|11|Bogotá, D.C.|11001|Bogotá, D.C.|2740|Fabricación de equipos eléctricos de iluminación|Metalmecánica y Otras Industrias|Bienes tecnología media-alta||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Aparatos eléctricos|3925900000|Los demás artículos para la construcción, de plástico, no expresados ni comprendidos en otras partidas.|11|Bogotá, D.C.|Si|0,0|27352,806|||Futuros|Metalmecánica y Otras Industrias
1378|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Manufacturas de cuero|4202121000|Baules, maletas (valijas) y maletines, incluidos los de aseo, con la superficie exterior de plástico o de materias textiles.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
1397|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
1413|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Industrias 4.0|Comunicación gráfica y editorial (bienes)|Comunicación gráfica y editorial (bienes)|4901999000|Los demás libros, folletos e impresos similares.|76|Valle del Cauca|Si|0,0|0,0|||Mineras, chatarra, otros|Industrias 4.0
1414|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Frutas y hortalizas frescas y procesadas|Frutas frescas|0810904000|Pitahayas frescas.|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
1423|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
1436|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Autopartes|Motores y sus partes|8409919900|Las demás partes identificables como destinadas, exclusiva o principalmente, a los motores de émbolo de encendido por chispa.|05|Antioquia|No|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
1449|11|Bogotá, D.C.|11001|Bogotá, D.C.|2511|Fabricación de productos metálicos para uso estructural|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|26268308569,0|6788926003,0|Pequeña|No|No es sucursal de sociedad extranjera|6,0041067761806985|No Mineras|Químicos y Ciencias de la Vida|Envases/empaques|Envases y empaques de hierro o acero|7309000000|Depósitos, cisternas, cubas y recipientes similares para cualquier materia (excepto gas comprimido o licuado) de fundición, de hierro o de acero, de capacidad superior a 300 l, sin dispositivos mecánicos ni térmicos, incluso con revestimiento interior.|25|Cundinamarca|Si|23374,0|25453,8|-25,67885532591416|-17,082523324254627|No Constante|Metalmecánica y Otras Industrias
1457|11|Bogotá, D.C.|11001|Bogotá, D.C.|2824|Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción|Metalmecánica y Otras Industrias|Bienes tecnología media-alta|3800727010,0|1978062466,0|Pequeña|No|No es sucursal de sociedad extranjera|21,738535249828885|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8430619000|Las demás máquinas y aparatos para compactar o apisonar, sin propulsión.|11|Bogotá, D.C.|Si|0,0|6530,0||-100,0|Futuros|Metalmecánica y Otras Industrias
1482|63|Quindío|63001|Armenia|4390|Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil|Metalmecánica y Otras Industrias|Servicios no clasificados|5001221966,0|4794327253,0|Pequeña|No|No es sucursal de sociedad extranjera|10,90485968514716|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7308901000|Chapas, barras, perfiles, tubos y similares, preparados para la construcción, de fundición, de hierro o de acero.|63|Quindío|Si|0,0|26144,836|||Futuros|Metalmecánica y Otras Industrias
1501|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Textiles y confecciones|Telas y tejidos|5515120010|Los demás tejidos de fibras sintéticas discontinuas. De fibras discontinuas de poliéster. Mezcladas exclusiva o principalmente con filamentos sintéticos o artificales. De anchura superior o igual a 2,4 m|11|Bogotá, D.C.|Si|0,0|524,2||-100,0|Futuros|Sistema Moda
1511|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Otros artículos industriales|6815100000|Manufacturas de grafito o de otros carbonos para usos distintos de los eléctricos.|08|Atlántico|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
1529|11|Bogotá, D.C.|11001|Bogotá, D.C.|2100|Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico|Químicos y Ciencias de la Vida|Bienes tecnología alta|9118312000,0|12854922000,0|Mediana|No|No es sucursal de sociedad extranjera|32,2984257357974|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos veterinarios|3004903000|Los demás medicamentos para uso veterinario (con exclusión de las partidas 30.02-30.05 o 30.06) constituidos por productos mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados o acondicionados para la venta al por menor.|11|Bogotá, D.C.|Si|195386,59|199721,414|53,66489583376752|-10,706021421139711|Pymex|Químicos y Ciencias de la Vida
1537|11|Bogotá, D.C.|11001|Bogotá, D.C.|1089|Elaboración de otros productos alimenticios n.c.p.|Agroalimentos|Bienes tecnología baja|5626794893,0|3442098517,0|Pequeña|No|No es sucursal de sociedad extranjera|33,738535249828885|No Mineras|Agroalimentos|Agroindustrial|Preparaciones alimenticias diversas|2106905000|Mejoradores de panificación.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Agroalimentos
1540|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Cueros en bruto y preparados|0511999090|Los demás productos de origen animal no expresados ni comprendidos en otras partidas; animales muertos del capítulo 1, impropios para la alimentación humana.|76|Valle del Cauca|Si|0,0|0,0|||Futuros|Sistema Moda
1576|5|Antioquia|5001|Medellín|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|205505469,0|455731000,0|Micro|No|No es sucursal de sociedad extranjera|7,690622861054073|No Mineras|Sistema Moda|Textiles y confecciones|Ropa interior y pijamas|6108220000|Bragas  (bombachas, calzones) (incluso las que no llegan hasta la cintura) de punto, de fibras sintéticas o artificiales, para mujeres o niñas|05|Antioquia|Si|0,0|1562,0880000000002|||Futuros|Sistema Moda
1589|11|Bogotá, D.C.|11001|Bogotá, D.C.|4649|Comercio al por mayor de otros utensilios domésticos n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|1685136611,0|2544612449,0|Pequeña|No|No es sucursal de sociedad extranjera|9,232032854209445|No Mineras|Sistema Moda|Textiles y confecciones|Telas y tejidos|5603930000|Telas sin tejer, incluso impregnadas, recubiertas, revestidas o estratificadas, de las demás materias textiles, de peso superior a 70 g/m2 pero inferior o igual a 150 g/m2.|11|Bogotá, D.C.|Si|0,0|2059,342||-100,0|Futuros|Sistema Moda
1604|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7216210000|Perfiles de hierro o de acero sin alear, en l, simplemente laminados o extruidos en caliente, de altura inferior a 80 mm.|54|Norte de Santander|Si|0,0|18122,966|||Futuros|Metalmecánica y Otras Industrias
1612|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8474209090|Las demás máquinas y aparatos para quebrantar, triturar, o pulverizar tierra, piedra u otra materia mineral sólida (incluido el polvo y la pasta).|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
1614|11|Bogotá, D.C.|11001|Bogotá, D.C.|4791|Comercio al por menor realizado a través de internet|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|761378008,0|509900524,0|Micro|No|No es sucursal de sociedad extranjera|3,9589322381930185|No Mineras|Químicos y Ciencias de la Vida|Cosméticos y productos de aseo|Desinfectantes|3808949900|Los demás desinfectantes.|11|Bogotá, D.C.|No|0,0|370,8|||No Constante|Químicos y Ciencias de la Vida
1631|5|Antioquia|5001|Medellín|4512|Comercio de vehículos automotores usados|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|26200000,0|3500000,0|Micro|No|No es sucursal de sociedad extranjera|3,879534565366188|No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Automóviles de turismo y uso familiar|8703241090|Camperos (4 x 4), para el transporte de personas, con motor de émbolo (pistón) alternativo, de encendido por chispa, de cilindrada superior a 3.000 cm3.|05|Antioquia|No|0,0|960,0|||Futuros|Metalmecánica y Otras Industrias
